RF_amplitude,tickle_frequency,ratio_signal,ratio_lost,loading_signal,trapped_signal,lost_signal,time_cost,keysight_amplitude
6,55,0.09028008781850842,0.0040582795555851245,15031,1357,61,5.2427520751953125,12.811
2,168,0.11782203828246249,0.0022633212622866013,15464,1822,35,5.445284605026245,11.331
4,69,0.05912394421528187,0.029070909448045572,15273,903,444,5.245398044586182,12.167
0,46,0.025843361609784968,0.001578220556322746,15207,393,24,5.05613374710083,10.176
0,161,0.04750231880217305,0.0013250298131707962,15094,717,20,5.033898830413818,10.19
0,162,0.04776779903683457,0.0011063386697904465,15366,734,17,5.060742139816284,10.191
1,89,0.033357036653953065,0.005171633589760165,15469,516,80,5.028156757354736,10.864
6,74,0.09137328675087342,0.009809191077667295,14884,1360,146,5.200400114059448,12.837
0,176,0.04376727655653547,0.0019086481505857576,15194,665,29,5.08097243309021,10.173
6,193,0.09889669007021064,0.0027415580073553996,14955,1479,41,5.188386678695679,12.828
1,113,0.08789178488947542,0.002375453645661498,15155,1332,36,5.163330316543579,10.833
0,8,0.04876966007102993,0.0015854895991882292,15768,769,25,5.220646142959595,10.187
3,19,0.12164327372941101,0.0024354290841504837,15603,1898,38,5.518962144851685,11.81
0,97,0.04257634931813817,0.0020487867341058967,15619,665,32,5.149468898773193,10.19
0,142,0.04957072131353011,0.001504042113179169,15957,791,24,5.22261118888855,10.191
1,163,0.09984212188190716,0.001957688664351121,15835,1581,31,5.409113168716431,10.862
1,30,0.03484231943031536,0.0031790437436419127,15728,548,50,5.132277727127075,10.864
6,18,0.0974324774924975,0.00426808936312104,14995,1461,64,5.274471759796143,12.837
6,176,0.09658096648270292,0.0025575447570332483,14858,1435,38,5.225386142730713,12.798
0,122,0.04359798072510326,0.0013112174654166394,15253,665,20,5.081170558929443,10.167
2,129,0.11079182630906768,0.002234993614303959,15660,1735,35,5.479587554931641,11.361
0,92,0.039197871373872414,0.001297942760724252,15409,604,20,5.0990753173828125,10.184
3,73,0.10293444872884125,0.007515848637343964,15301,1575,115,5.371822357177734,11.815
3,66,0.023714379299050115,0.037340320995741895,15265,362,570,5.12370753288269,11.802
4,166,0.12134199424094287,0.0019420076340989755,14933,1812,29,5.276794910430908,12.176
1,178,0.09466145833333334,0.0016927083333333334,15360,1454,26,5.3053014278411865,10.847
2,58,0.0837086604040664,0.0028310384763865653,15542,1301,44,5.271063327789307,11.365
1,16,0.09825439609806187,0.0013477088948787063,15582,1531,21,5.464195489883423,10.858
1,24,0.09412376495059803,0.0016900676027041082,15384,1448,26,5.2772674560546875,10.863
0,16,0.04554205669521344,0.0010622054039699928,15063,686,16,5.0309343338012695,10.198
3,69,0.08082643515714381,0.01931489333064136,14859,1201,287,5.236648797988892,11.818
4,19,0.11559212301052063,0.0033045589425411384,14828,1714,49,5.299137592315674,12.181
2,43,0.09264001050489135,0.0029545006893834944,15231,1411,45,5.264825344085693,11.359
4,196,0.12048828769383042,0.0026393929396238865,15155,1826,40,5.352649688720703,12.185
1,65,0.08386243386243386,0.002447089947089947,15120,1268,37,5.184109926223755,10.854
0,76,0.04258853232343366,0.0015281376652714106,15051,641,23,5.133489608764648,10.191
2,141,0.11677728855884865,0.0022343431688243414,15217,1777,34,5.422797441482544,11.373
0,151,0.04431536352956533,0.002153765826915546,15322,679,33,5.038580656051636,10.199
0,104,0.042383412911243375,0.0019621950421871933,15289,648,30,4.977234363555908,10.203
2,179,0.11192551505546751,0.0024432118330692024,15144,1695,37,5.281962633132935,11.378
6,135,0.09687246141348498,0.0029786081776333605,14772,1431,44,5.166322708129883,12.831
6,106,0.0896676652964537,0.012540932209294224,14353,1287,180,5.074597597122192,12.802
0,74,0.040669049706616306,0.0013488905375328793,14827,603,20,5.0210325717926025,10.177
2,14,0.11326240666093967,0.0018502610189651755,15133,1714,28,5.1843178272247314,11.365
3,161,0.11293260473588343,0.0028623471246422066,15372,1736,44,5.219377517700195,11.812
3,81,0.09416896529604209,0.007312848803643595,15589,1468,114,5.27030086517334,11.808
6,26,0.09225634178905207,0.005473965287049399,14980,1382,82,5.204694032669067,12.828
0,77,0.035940669371196755,0.0019016227180527383,15776,567,30,5.161526918411255,10.17
4,26,0.10689971196648337,0.004516889238020424,15276,1633,69,5.189319610595703,12.18
6,186,0.09983090970578289,0.003652350355089618,14785,1476,54,5.098320960998535,12.815
0,127,0.04109677419354839,0.00232258064516129,15500,637,36,5.096152067184448,10.173
6,28,0.08582767202529092,0.005111993004641152,14867,1276,76,5.053034067153931,12.833
1,88,0.041996145923317164,0.0042527742707156625,15049,632,64,4.992698431015015,10.832
0,61,0.039499100779324586,0.0013321787783920603,15013,593,20,4.925798654556274,10.184
0,134,0.04041729545305426,0.0009185748966603241,15241,616,14,5.092236280441284,10.19
1,160,0.09201927519968314,0.0015842629876559509,15149,1394,24,5.071746826171875,10.863
6,178,0.10427478830920514,0.002594919420923245,14644,1527,38,5.040374755859375,12.842
3,17,0.11435815318921803,0.002201761409127302,14988,1714,33,5.174685955047607,11.787
4,197,0.11900782242428294,0.002741191415390787,14957,1780,41,5.309669494628906,12.172
3,31,0.09517882876981527,0.004781868203851697,15266,1453,73,5.237368583679199,11.804
2,54,0.09830887675199053,0.0027637033625057578,15197,1494,42,5.163545608520508,11.356
0,107,0.04063462310884991,0.0014727540500736377,14938,607,22,5.039198398590088,10.189
2,49,0.10038583903066405,0.0021661138563595747,14773,1483,32,5.258972644805908,11.371
6,111,0.10710808179162609,0.0034079844206426485,14378,1540,49,5.115999221801758,12.836
4,146,0.12432989690721649,0.002542955326460481,14550,1809,37,5.145502328872681,12.156
4,45,0.10252387448840382,0.007025920873124147,14660,1503,103,5.174082279205322,12.163
6,124,0.10134107562560486,0.002834231992257708,14466,1466,41,5.177022457122803,12.814
4,182,0.12443296810663688,0.0017447135180403378,14329,1783,25,5.106213808059692,12.147
2,71,0.09669072586136457,0.0036088792046847337,14686,1420,53,5.1166839599609375,11.349
6,131,0.10206637445209768,0.0029917205872121337,14373,1467,43,5.12482762336731,12.821
3,141,0.11780264496439471,0.0029162427941675146,14745,1737,43,5.22971248626709,11.783
3,170,0.1172539489671932,0.002497637370055353,14814,1737,37,5.15929913520813,11.793
1,12,0.0925414364640884,0.002104709287029729,15204,1407,32,5.128127813339233,10.841
4,160,0.12090697355802164,0.0026715988491574187,14598,1765,39,5.28241753578186,12.18
4,53,0.11540533261513601,0.005251817936978185,14852,1714,78,5.272893905639648,12.164
6,114,0.10316656539058808,0.0026331780433461616,14811,1528,39,5.1851584911346436,12.81
6,129,0.10237849017580145,0.003653912443984833,14505,1485,53,5.093897819519043,12.791
1,59,0.050441032342371774,0.003920287487749101,15305,772,60,5.101057767868042,10.822
0,41,0.026925903654707022,0.0015367141043629317,14967,403,23,5.043368101119995,10.187
4,20,0.1163556531284303,0.0048024149286498355,14576,1696,70,5.106972694396973,12.177
3,71,0.09561414958882652,0.00828873515206892,15322,1465,127,5.3082826137542725,11.795
0,43,0.029099157485418015,0.0016202203499675956,15430,449,25,5.162457466125488,10.18
6,152,0.10340870739115761,0.0037799527505906175,14815,1532,56,5.16886043548584,12.831
0,159,0.04220756189260126,0.001276867418599702,14097,595,18,4.988555192947388,10.166
0,3,0.040954899578300334,0.001929812022014152,13991,573,27,4.908024549484253,10.184
2,145,0.10835537131012794,0.001643913944678722,13991,1516,23,5.130992412567139,11.365
1,111,0.08104473386183465,0.0021234428086070213,14128,1145,30,5.084792613983154,10.859
0,20,0.041964912280701754,0.0016140350877192982,14250,598,23,4.995501279830933,10.194
2,156,0.10840739173367189,0.001833827056002257,14178,1537,26,4.9775660037994385,11.37
1,127,0.09122259092979373,0.0019519812609798946,15369,1402,30,5.329657793045044,10.859
3,140,0.11959692389286661,0.0018562715460090163,15084,1804,28,5.328588962554932,11.817
3,5,0.12139689578713969,0.0022172949002217295,14432,1752,32,5.118997097015381,11.809
6,122,0.10538815496511801,0.0023749443372420957,13474,1420,32,5.071620225906372,12.827
2,45,0.07730440405201523,0.003161146634097277,13919,1076,44,5.043591260910034,11.338
3,122,0.11694915254237288,0.0023581429624170967,13570,1587,32,5.072333574295044,11.8
2,184,0.10803224413415863,0.0015834173024327047,13894,1501,22,5.074114561080933,11.349
6,103,0.10245170876671619,0.006315007429420505,13460,1379,85,5.024404525756836,12.827
0,144,0.04221011896230471,0.001361616740719507,13954,589,19,5.007479190826416,10.173
4,147,0.12007220216606498,0.00296028880866426,13850,1663,41,5.00354790687561,12.174
2,37,0.1134498000420964,0.0021749807058163194,14253,1617,31,5.070400953292847,11.352
4,145,0.12222222222222222,0.002453102453102453,13860,1694,34,5.100336790084839,12.176
4,52,0.11414826153509731,0.004519279830891464,13719,1566,62,5.037002801895142,12.17
6,37,0.10480349344978165,0.0036266745614684332,13511,1416,49,5.039515733718872,12.814
2,130,0.10856419631556743,0.001476585571649557,14222,1544,21,5.07556414604187,11.332
1,157,0.09303486133884652,0.0011406573037712983,14027,1305,16,5.102330207824707,10.848
0,111,0.04069540304727178,0.0018231540565177757,15358,625,28,5.052120685577393,10.197
6,200,0.10455641744345219,0.0024770223583860246,15341,1604,38,5.370185613632202,12.831
4,88,0.11130692231777808,0.00556887071760891,14186,1579,79,5.031888008117676,12.146
2,194,0.10844137542277339,0.002113866967305524,14192,1539,30,5.123816013336182,11.348
2,48,0.09728913496800172,0.002444811965197383,13907,1353,34,5.07782506942749,11.361
0,51,0.008733939656416919,0.0017323516673884798,13854,121,24,4.902970552444458,10.193
4,140,0.1186526620789569,0.0022455632017385004,13805,1638,31,5.097421646118164,12.182
0,126,0.04231464737793852,0.0008679927667269439,13825,585,12,5.030332565307617,10.183
6,133,0.10983455882352941,0.0032935049019607843,13056,1434,43,5.0494935512542725,12.835
6,142,0.09906096059113301,0.0031557881773399015,12992,1287,41,5.047393798828125,12.797
3,196,0.11935240963855422,0.0024849397590361445,13280,1585,33,5.043518543243408,11.782
4,148,0.11804522463552514,0.0017851829812555787,13444,1587,24,4.991379499435425,11.8
1,43,0.07452823261619795,0.001762243923929804,13619,1015,24,5.017134666442871,10.84
4,156,0.12353113983548766,0.0022032902467685076,13616,1682,30,5.033767461776733,12.178
6,191,0.10441244063122415,0.002987590010724682,13054,1363,39,5.113961935043335,12.811
6,85,0.0970700067099083,0.0093938716170879,13413,1302,126,4.961294651031494,12.794
1,104,0.08435402394297972,0.0015223859940488547,14451,1219,22,5.014411211013794,10.827
0,91,0.03803486529318542,0.001254622292657158,15144,576,19,5.0482096672058105,10.184
0,194,0.04014832774727234,0.0019967196748199387,14023,563,28,4.934910535812378,10.185
1,23,0.09359712230215828,0.0014388489208633094,13900,1301,20,4.995038032531738,10.858
3,29,0.10090116708524154,0.0033239769537597875,13538,1366,45,5.059524059295654,11.812
0,45,0.021801576195035723,0.0017676953671650585,13577,296,24,4.968810558319092,10.192
2,52,0.10339892665474061,0.0019320214669051878,13975,1445,27,4.997423887252808,11.365
4,91,0.11868164351167602,0.003990540939994088,13532,1606,54,4.976439714431763,12.178
4,49,0.1127370464387039,0.0034343736001194564,13394,1510,46,4.972484350204468,12.169
4,79,0.1135742046926731,0.0037426227148409387,13894,1578,52,4.9898741245269775,12.165
1,107,0.08697816655998862,0.0016357300334257877,14061,1223,23,5.032984733581543,10.85
4,70,0.06932343359345405,0.0202288052125161,13199,915,267,5.008665323257446,12.179
3,139,0.1204263683096462,0.00234351375869368,13228,1593,31,5.0534937381744385,11.803
4,138,0.12119843420656429,0.002333634447455586,13284,1610,31,5.055964708328247,12.172
6,130,0.10776163468261984,0.0038070080024862093,12871,1387,49,5.098939657211304,12.814
4,155,0.12057853717026379,0.0023231414868105514,13344,1609,31,5.048649072647095,12.141
1,39,0.07278941244909831,0.0016724840023269343,13752,1001,23,5.01080060005188,10.841
1,175,0.08957307664045852,0.0017635388345947534,13609,1219,24,5.074199199676514,10.85
1,55,0.04975340876124166,0.002683492892370177,13788,686,37,4.964613914489746,10.858
1,36,0.08537555121810164,0.0012289452757897781,13833,1181,17,5.026606321334839,10.859
2,46,0.07388872534589344,0.004268472181336473,13588,1004,58,5.027429103851318,11.368
1,141,0.0944618451025057,0.001494874715261959,14048,1327,21,5.129269123077393,10.861
1,61,0.07833345223656987,0.0020689163159021188,14017,1098,29,5.0505805015563965,10.861
1,49,0.08713722175260637,0.0019723865877712033,14196,1237,28,5.082469940185547,10.859
1,121,0.08679509632224168,0.001190893169877408,14275,1239,17,5.116196632385254,10.862
0,189,0.03893284783978713,0.0010503466143827462,14281,556,15,5.029860734939575,10.201
2,26,0.09871183545655114,0.0027044338481246885,14051,1387,38,5.030965089797974,11.374
2,163,0.11424429140993113,0.0018847408481333817,13795,1576,26,5.06760835647583,11.369
6,77,0.0734395948160286,0.020259198569938925,13426,986,272,5.049638509750366,12.832
6,167,0.10756676557863501,0.002744807121661721,13480,1450,37,5.063975811004639,12.794
4,149,0.11677144302333983,0.003251680034684587,13839,1616,45,5.014347553253174,12.138
6,41,0.10232592159157403,0.005705090696313634,13672,1399,78,5.063678026199341,12.802
3,135,0.12032143632809672,0.001954680373561138,13813,1662,27,5.034291505813599,11.777
6,175,0.10685136652938974,0.00314488955447398,13355,1427,42,5.070400714874268,12.815
2,173,0.11114249399802288,0.0017652873887868945,14162,1574,25,5.135285139083862,11.336
6,108,0.09745326070955396,0.004489916090092742,13586,1324,61,5.00263524055481,12.819
6,79,0.09405579085730977,0.007302468234263181,13694,1288,100,4.9207775592803955,12.789
1,10,0.08705325104062006,0.0015071049232094158,13934,1213,21,5.090699672698975,10.82
0,54,0.03653624856156502,0.001294591484464902,13904,508,18,4.981385231018066,10.183
4,67,0.06694764143297131,1.873399254336197,12338,826,23114,11.136404752731323,12.17
0,136,0.03626943005181347,0.0019049070405364218,13124,476,25,5.061732292175293,10.184
1,69,0.08491969066032123,0.002825698988697204,13448,1142,38,5.0166966915130615,10.854
3,60,0.09590348306182264,0.00504396428327994,14671,1407,74,5.149226188659668,11.808
0,4,0.03854090394728084,0.001597550422685216,15023,579,24,5.049911022186279,10.186
0,85,0.029536143782212237,0.0018501387604070306,15134,447,28,5.096672296524048,10.198
1,54,0.06712914301730782,0.0026627426249036506,14271,958,38,4.9481189250946045,10.862
0,18,0.04176781379408825,0.0015707553905469085,14006,585,22,4.948180913925171,10.197
6,54,0.10330272511848342,0.002665876777251185,13504,1395,36,4.9836390018463135,12.839
2,187,0.1140638358506697,0.0017098888572242804,14036,1601,24,5.148982048034668,11.339
2,91,0.08335151647392537,0.007055058549712706,13749,1146,97,5.016059398651123,11.356
0,157,0.04141652613827993,0.0008768971332209106,14825,614,13,5.052243947982788,10.194
1,138,0.09479843953185955,0.0019505851755526658,15380,1458,30,5.216607093811035,10.866
3,80,0.11258452044902514,0.003282347534957001,15233,1715,50,5.37552547454834,11.812
2,172,0.11204361236640126,0.001506348181622552,13941,1562,21,5.045813322067261,11.356
0,173,0.04098539350337912,0.0012353753360947605,13761,564,17,4.991805076599121,10.192
1,153,0.09126697723246506,0.002033987271176432,15241,1391,31,5.259987831115723,10.863
4,96,0.11139414802065405,0.004337349397590362,14525,1618,63,5.191646575927734,12.183
0,63,0.03187462646922106,0.0014609203798392988,15059,480,22,5.02133321762085,10.192
2,151,0.11229646266142616,0.0016142616507580012,14248,1600,23,5.0505383014678955,11.366
3,178,0.12060743892597756,0.0019807791064485364,13631,1644,27,5.053552150726318,11.812
0,152,0.03912979997079866,0.0016790772375529274,13698,536,23,5.061934471130371,10.197
1,17,0.08945708801754867,0.0013024403619413217,14588,1305,19,5.149808645248413,10.874
2,30,0.07920594874518656,0.0031868277785154693,15062,1193,48,4.994791269302368,11.37
3,176,0.11387232902404716,0.0020764954116149776,14929,1700,31,5.264393091201782,11.814
6,25,0.09802812919640964,0.004523287864866775,14149,1387,64,5.074075222015381,12.832
6,4,0.11003356956359567,0.002909362178291682,13405,1475,39,4.922789573669434,12.797
6,166,0.11114442029528591,0.0026980439181593344,13343,1483,36,4.985643148422241,12.793
0,34,0.03389490573606097,0.0015376387217542452,14958,507,23,5.080251216888428,10.164
1,90,0.07867521096377134,0.0017130892709853436,15761,1240,27,5.288549900054932,10.855
1,173,0.08522236256065945,0.0017948547497174765,15043,1282,27,5.159947633743286,10.861
4,87,0.0872595281306715,0.018511796733212342,13775,1202,255,5.060086488723755,12.179
2,7,0.10964662296950699,0.0014249073810202336,14036,1539,20,5.072662353515625,11.353
2,119,0.10338885697874785,0.002800114876507754,13928,1440,39,5.0056469440460205,11.358
6,57,0.09922248377202368,0.00420857407803695,14019,1391,59,5.143497467041016,12.828
3,101,0.11156346444283932,0.0026265677326154048,15229,1699,40,5.206208944320679,11.788
0,31,0.0223725634670775,0.0017415767968383682,14929,334,26,5.045841455459595,10.188
4,136,0.1174590219683058,0.0017003332653200028,14703,1727,25,5.087244510650635,12.188
4,169,0.12245477119545939,0.0024122029088329195,14095,1726,34,5.079007148742676,12.167
6,134,0.10531773070656199,0.0030365871722707748,13502,1422,41,4.978348731994629,12.819
6,148,0.10947678083631016,0.0022413672340127477,14277,1563,32,5.141731262207031,12.793
2,120,0.10573090243743057,0.0021564399137424034,15303,1618,33,5.237078666687012,11.33
0,130,0.04148859228088632,0.001315010848839503,15209,631,20,5.053035259246826,10.186
3,74,0.11133088443063012,0.004238485447866629,14156,1576,60,5.117968797683716,11.813
4,40,0.10803965554671105,0.0041247557710398725,13819,1493,57,5.091735601425171,12.174
4,106,0.11706170962614885,0.002349526639485868,14471,1694,34,5.1767942905426025,12.17
3,87,0.10619410836401894,0.0024986849026827984,15208,1615,38,5.213893890380859,11.802
6,50,0.10402807222750202,0.0038014474742305722,13679,1423,52,5.157675743103027,12.818
4,104,0.11596352042707793,0.003633128197523541,13487,1564,49,5.007833957672119,12.143
3,97,0.09220644267405612,0.004433668167648078,14435,1331,64,5.120600938796997,11.796
3,124,0.11052700749112893,0.0030884478906558024,15218,1682,47,5.297565698623657,11.8
1,51,0.07730426164519326,0.002180376610505451,15135,1170,33,5.2450196743011475,10.849
3,88,0.11066358534169693,0.0027071640805546387,15145,1676,41,5.217438220977783,11.812
1,98,0.08730840853745882,0.002435181206130927,13962,1219,34,5.035043954849243,10.853
0,146,0.04078360290016732,0.0012548800892359174,14344,585,18,4.965644121170044,10.192
3,184,0.11958859908577575,0.0024200053777897286,14876,1779,36,5.171645164489746,11.817
0,196,0.03662192102176463,0.001498761892349798,15346,562,23,4.9986865520477295,10.192
6,15,0.10020986358866736,0.0035227102383450755,13342,1337,47,5.022078037261963,12.84
0,143,0.036702349506464615,0.0015292645627693591,14386,528,22,5.042620658874512,10.169
6,78,0.08881872468940902,0.01057038918251081,14569,1294,154,5.168935298919678,12.831
6,159,0.10776218001651527,0.0029589870630333057,14532,1566,43,5.058842182159424,12.798
6,64,0.09279550746473086,0.010683468018079715,14602,1355,156,5.033302307128906,12.793
3,47,0.09824350497562279,0.004608294930875576,14973,1471,69,5.12742805480957,11.782
1,125,0.08709104074781121,0.002238167335922586,15191,1323,34,5.262730836868286,10.843
3,13,0.11649840595111584,0.002324654622741764,15056,1754,35,5.255281686782837,11.808
0,80,0.02922398472980978,0.0013822154939774896,15193,444,21,4.95154595375061,10.186
6,177,0.10691515448749386,0.0034330554193231977,14273,1526,49,5.063296794891357,12.84
2,84,0.10119479833652387,0.001452241072017955,15149,1533,22,5.214833498001099,11.34
0,81,0.020087509944311854,0.0012596128347918325,15084,303,19,4.992365837097168,10.185
0,57,0.03559480797537803,0.0011374280744011775,14946,532,17,4.985125541687012,10.194
4,114,0.11613906926406926,0.00229978354978355,14784,1717,34,5.231886863708496,12.187
4,90,0.11336499321573948,0.0030529172320217096,14740,1671,45,5.1296796798706055,12.171
4,195,0.12647554806070826,0.003170320404721754,14825,1875,47,5.2421112060546875,12.171
3,142,0.11472958918356735,0.0026651066042641704,15384,1765,41,5.2889721393585205,11.802
0,118,0.0359950351675631,0.0016549441456350847,14502,522,24,4.99454402923584,10.189
2,36,0.1112110104433225,0.0020056712082440003,14459,1608,29,5.0701563358306885,11.367
3,125,0.11046703115736776,0.0027007443514919967,15181,1677,41,5.20959210395813,11.818
0,169,0.03631622463906379,0.0010812185969598677,15723,571,17,5.097365379333496,10.198
6,40,0.10396304726201633,0.006091846298031865,14938,1553,91,5.242793321609497,12.837
6,71,0.09485874949792475,0.01492837059847369,14938,1417,223,5.116109132766724,12.799
0,124,0.03923488706097402,0.0010445227836532185,15318,601,16,5.046284198760986,10.173
6,169,0.10986864264061974,0.002694509936005389,14845,1631,40,5.059117078781128,12.827
0,98,0.03304692663582287,0.0019828155981493722,15130,500,30,5.056262731552124,10.177
4,31,0.09886892880904857,0.0037924151696606787,15030,1486,57,5.1369948387146,12.177
3,193,0.12189286189020337,0.0016615711817094243,15046,1834,25,5.18180775642395,11.805
0,36,0.0366925723022041,0.0017199643266658173,15698,576,27,5.0898802280426025,10.193
1,64,0.08064412238325282,0.001932367149758454,15525,1252,30,5.295826196670532,10.864
2,67,0.09114075850697047,1.7329485834207765,13342,1216,23121,11.285177946090698,11.375
6,158,0.10092145677928917,0.002705865145531666,13674,1380,37,4.945155382156372,12.835
6,7,0.10490369119791267,0.0029161230910904764,13031,1367,38,4.981574058532715,12.802
2,121,0.10975429248075784,0.002220248667850799,13512,1483,30,5.083611488342285,11.336
4,128,0.11855562513045294,0.0029917205872121337,14373,1704,43,5.123473167419434,12.177
1,40,0.06962391513982642,0.002507232401157184,15555,1083,39,5.1507580280303955,10.849
6,145,0.10852713178294573,0.002959830866807611,14190,1540,42,5.206663608551025,12.832
2,193,0.10678516010720836,0.0017632952461560164,14178,1514,25,5.1007678508758545,11.337
6,149,0.10290504408151467,0.002457002457002457,13838,1424,34,5.06127405166626,12.826
4,200,0.1169340954479719,0.0028923627849321673,14521,1698,42,5.221149206161499,12.147
4,137,0.12374380276028407,0.0027468846308455045,14926,1847,41,5.355885744094849,12.162
0,183,0.03656413232733604,0.0009028180821564455,15507,567,14,5.104934930801392,10.177
4,21,0.11376867503682402,0.005190432769867434,14257,1622,74,5.065927743911743,12.181
6,115,0.10350955131052865,0.0023693173404412855,13506,1398,32,4.942703008651733,12.818
3,194,0.12405767401010027,0.0013906169948034838,13663,1695,19,5.095988512039185,11.785
2,106,0.10574376132719922,0.0019517635577861424,14346,1517,28,5.1506028175354,11.35
1,46,0.07329401853411963,0.002008943036744216,15431,1131,31,5.265229940414429,10.855
2,41,0.09295683219733852,0.0033755274261603376,15405,1432,52,5.359326362609863,11.367
3,22,0.11244663382594416,0.003284072249589491,15225,1712,50,5.376935243606567,11.809
0,186,0.03935154922212054,0.001176624395345797,15298,602,18,5.130215883255005,10.188
1,34,0.08625598550537078,0.0013588714895819852,15454,1333,21,5.286033391952515,10.867
0,55,0.034448947574846386,0.0016342005490913845,15298,527,25,4.9755635261535645,10.202
3,44,0.10280125091489786,0.0055891942244993015,15029,1545,84,5.268672943115234,11.819
0,200,0.036522404232264646,0.0010835617311492128,15689,573,17,5.076162815093994,10.19
4,102,0.11263025154310745,0.0026548085219353554,15067,1697,40,5.289835453033447,12.188
3,20,0.11050629590766002,0.0027544596012591817,15248,1685,42,5.3419458866119385,11.812
2,199,0.1102709100473435,0.0015781167806417674,15208,1677,24,5.3931403160095215,11.363
2,87,0.09693138416962992,0.0020413538785723695,15186,1472,31,5.1988372802734375,11.37
2,94,0.09890391641561438,0.002692135119543619,15601,1543,42,5.38166618347168,11.366
2,68,0.09769814281977504,0.007193303688202982,15292,1494,110,5.327569484710693,11.373
1,96,0.08652976882345344,0.0016143613586465195,15486,1340,25,5.341740846633911,10.862
1,105,0.08400563452426688,0.0017928031758227686,15618,1312,28,5.325878143310547,10.867
3,54,0.11645484949832775,0.0030100334448160534,14950,1741,45,5.322388648986816,11.823
0,94,0.03172522286313582,0.0022286313581541687,15256,484,34,5.107155084609985,10.201
6,14,0.10345507094062008,0.0032186022070415134,15224,1575,49,5.294130563735962,12.848
2,109,0.10280494914815055,0.0015547062253028438,15437,1587,24,5.328535795211792,11.343
4,176,0.11855601438657254,0.0029972026108964966,15014,1780,45,5.254075288772583,12.181
2,188,0.1114414996767938,0.002068519715578539,15470,1724,32,5.494518756866455,11.35
0,167,0.036964854154485804,0.0016241148574027155,15393,569,25,5.074617862701416,10.197
4,4,0.12707782074767623,0.0022389578668837776,14739,1873,33,5.219419717788696,12.188
6,84,0.10712317442821714,0.010264535684761641,14516,1555,149,5.057535648345947,12.82
0,180,0.03480263157894737,0.0009210526315789473,15200,529,14,5.103134393692017,10.177
4,72,0.09133825944170772,0.017651888341543513,14616,1335,258,5.191416263580322,12.18
0,145,0.03658616401596963,0.0013744354997054782,15279,559,21,4.971907138824463,10.19
1,106,0.08589909443725743,0.0019404915912031048,15460,1328,30,5.272153615951538,10.866
3,59,0.1023199678154754,0.003419605739573555,14914,1526,51,5.26404333114624,11.817
2,40,0.0948890779399254,0.002617629736273804,15281,1450,40,5.235207796096802,11.366
